type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-06-04 16:15:02,37.07042000,-121.21141167,7.70,363.800,,28.553,21,17,28,,
T,2025-06-04 16:15:03,37.07066500,-121.21130333,7.70,362.300,,29.121,20,19,28,,
T,2025-06-04 16:15:04,37.07091500,-121.21120167,7.60,360.300,,29.651,20,20,28,,
T,2025-06-04 16:15:05,37.07116167,-121.21110833,7.60,357.600,,29.619,20,19,28,,
T,2025-06-04 16:15:06,37.07140667,-121.21100500,7.60,355.100,,29.605,20,20,28,,
T,2025-06-04 16:15:07,37.07165833,-121.21089833,7.60,352.600,,29.809,21,19,28,,
T,2025-06-04 16:15:08,37.07191333,-121.21077833,7.60,350.100,,29.974,21,18,28,,
T,2025-06-04 16:15:09,37.07216333,-121.21065667,7.60,347.600,,29.983,20,18,28,,
T,2025-06-04 16:15:10,37.07242167,-121.21054167,7.60,344.700,,30.432,20,18,28,,
T,2025-06-04 16:15:11,37.07267833,-121.21042000,7.60,342.200,,30.457,20,18,28,,
T,2025-06-04 16:15:12,37.07293167,-121.21030500,7.60,339.900,,30.560,20,18,28,,
T,2025-06-04 16:15:13,37.07319000,-121.21018167,7.60,337.800,,30.887,21,18,28,,
T,2025-06-04 16:15:14,37.07345000,-121.21005500,7.60,336.200,,30.801,21,16,28,,
T,2025-06-04 16:15:15,37.07370833,-121.20993167,7.60,334.700,,30.166,21,16,28,,
T,2025-06-04 16:15:16,37.07396833,-121.20981333,7.60,333.200,,30.135,20,16,28,,
T,2025-06-04 16:15:17,37.07422500,-121.20969167,7.60,331.200,,30.396,20,17,28,,
T,2025-06-04 16:15:18,37.07449000,-121.20956167,7.60,330.200,,30.037,21,17,28,,
T,2025-06-04 16:15:19,37.07474667,-121.20943000,7.60,327.900,,30.044,22,16,28,,
T,2025-06-04 16:15:20,37.07499000,-121.20929667,7.60,325.700,,29.618,25,16,28,,
T,2025-06-04 16:15:21,37.07522667,-121.20914500,7.60,323.400,,29.633,30,19,28,,
T,2025-06-04 16:15:22,37.07545000,-121.20896500,7.60,321.100,,29.634,34,20,28,,
T,2025-06-04 16:15:23,37.07566833,-121.20875833,7.60,319.900,,30.306,38,19,28,,
T,2025-06-04 16:15:24,37.07587000,-121.20854167,7.60,318.100,,30.278,41,19,28,,
T,2025-06-04 16:15:25,37.07605833,-121.20830333,7.60,316.300,,30.398,45,19,28,,
T,2025-06-04 16:15:26,37.07624500,-121.20805167,7.60,314.500,,30.402,49,19,28,,
T,2025-06-04 16:15:27,37.07642000,-121.20778667,7.60,312.600,,30.195,53,20,28,,
T,2025-06-04 16:15:28,37.07658000,-121.20750167,7.70,306.200,,30.816,58,20,28,,
T,2025-06-04 16:15:29,37.07672167,-121.20719667,7.70,303.800,,30.271,61,19,28,,
T,2025-06-04 16:15:30,37.07685000,-121.20689000,7.70,304.300,,30.664,65,18,28,,
T,2025-06-04 16:15:31,37.07697500,-121.20656333,7.70,305.200,,30.989,69,18,28,,
T,2025-06-04 16:15:32,37.07707000,-121.20623000,7.70,305.600,,30.820,72,19,28,,
T,2025-06-04 16:15:33,37.07714833,-121.20589333,7.70,305.600,,30.800,76,20,28,,
T,2025-06-04 16:15:34,37.07717833,-121.20553833,7.70,302.800,,30.678,80,19,28,,
T,2025-06-04 16:15:35,37.07720833,-121.20519333,7.70,300.900,,30.876,85,20,28,,
T,2025-06-04 16:15:36,37.07722000,-121.20484167,7.70,298.400,,31.011,88,21,28,,
T,2025-06-04 16:15:37,37.07722167,-121.20447833,7.70,294.800,,30.840,89,20,28,,
T,2025-06-04 16:15:38,37.07722333,-121.20413333,7.70,292.500,,30.359,89,19,28,,
T,2025-06-04 16:15:39,37.07722167,-121.20379500,7.70,291.100,,30.105,89,19,28,,
T,2025-06-04 16:15:40,37.07722500,-121.20345333,7.60,291.100,,30.200,89,19,28,,
T,2025-06-04 16:15:41,37.07723833,-121.20311500,7.60,289.000,,30.221,89,18,28,,
T,2025-06-04 16:15:42,37.07724833,-121.20277667,7.60,287.600,,30.213,89,16,28,,
T,2025-06-04 16:15:43,37.07729833,-121.20240500,7.60,295.900,,30.578,89,16,28,,
T,2025-06-04 16:15:44,37.07731167,-121.20205667,7.60,295.400,,30.435,89,15,28,,
T,2025-06-04 16:15:45,37.07731667,-121.20171667,7.60,293.400,,30.296,89,16,28,,
T,2025-06-04 16:15:46,37.07731833,-121.20138000,7.60,292.000,,29.956,89,16,28,,
T,2025-06-04 16:15:47,37.07732333,-121.20104333,7.60,290.200,,30.058,88,18,28,,
T,2025-06-04 16:15:48,37.07730833,-121.20070500,7.60,288.800,,29.814,87,20,28,,
T,2025-06-04 16:15:49,37.07731000,-121.20037000,7.60,284.200,,29.832,84,19,28,,
T,2025-06-04 16:15:50,37.07734667,-121.20003167,7.60,280.700,,29.825,80,18,28,,
T,2025-06-04 16:15:51,37.07739333,-121.19972333,7.60,274.600,,29.831,76,18,28,,
T,2025-06-04 16:15:52,37.07748000,-121.19941667,7.60,271.000,,30.473,72,21,28,,
T,2025-06-04 16:15:53,37.07756500,-121.19906667,7.60,268.600,,30.474,68,21,28,,
T,2025-06-04 16:15:54,37.07768833,-121.19875833,7.70,265.800,,30.999,65,21,28,,
T,2025-06-04 16:15:55,37.07781833,-121.19846000,7.70,262.100,,30.516,61,20,28,,
T,2025-06-04 16:15:56,37.07797333,-121.19818167,7.70,257.600,,30.816,57,20,28,,
T,2025-06-04 16:15:57,37.07813833,-121.19789167,7.60,253.000,,30.839,54,21,28,,
T,2025-06-04 16:15:58,37.07830833,-121.19765167,7.60,251.900,,30.808,50,20,28,,
T,2025-06-04 16:15:59,37.07849667,-121.19742167,7.70,251.300,,30.456,46,21,28,,
T,2025-06-04 16:16:00,37.07868667,-121.19719500,7.70,250.600,,30.208,42,21,28,,
T,2025-06-04 16:16:01,37.07889000,-121.19699167,7.70,250.800,,29.728,39,20,28,,
T,2025-06-04 16:16:02,37.07911167,-121.19678500,7.70,251.200,,29.961,38,21,28,,
T,2025-06-04 16:16:03,37.07933667,-121.19657167,7.60,252.000,,29.591,38,20,28,,
T,2025-06-04 16:16:04,37.07954667,-121.19636667,7.60,251.600,,29.770,38,19,28,,
T,2025-06-04 16:16:05,37.07977667,-121.19614000,7.60,254.000,,29.745,38,18,28,,
T,2025-06-04 16:16:06,37.07998333,-121.19594000,7.70,254.400,,29.541,37,18,28,,
T,2025-06-04 16:16:07,37.08019333,-121.19574333,7.70,260.800,,29.271,38,20,28,,
T,2025-06-04 16:16:08,37.08041167,-121.19553000,7.60,261.300,,28.876,37,21,28,,
T,2025-06-04 16:16:09,37.08062333,-121.19533167,7.60,261.200,,28.910,38,21,28,,
T,2025-06-04 16:16:10,37.08083667,-121.19513167,7.60,260.900,,28.739,38,19,28,,
T,2025-06-04 16:16:11,37.08104000,-121.19493500,7.60,260.900,,28.458,38,19,28,,
T,2025-06-04 16:16:12,37.08124000,-121.19474000,7.60,261.100,,27.729,38,20,28,,
T,2025-06-04 16:16:13,37.08143333,-121.19454833,7.60,261.400,,27.150,38,20,28,,
T,2025-06-04 16:16:14,37.08162667,-121.19436167,7.60,261.400,,27.431,38,20,28,,
T,2025-06-04 16:16:15,37.08181833,-121.19417333,7.60,262.300,,26.993,38,19,28,,
T,2025-06-04 16:16:16,37.08200833,-121.19398667,7.60,263.000,,26.765,38,19,28,,
T,2025-06-04 16:16:17,37.08219500,-121.19380333,7.60,263.500,,26.381,38,20,28,,
T,2025-06-04 16:16:18,37.08238333,-121.19361833,7.60,264.300,,26.263,38,20,28,,
T,2025-06-04 16:16:19,37.08257167,-121.19343333,7.60,264.600,,26.224,38,20,28,,
T,2025-06-04 16:16:20,37.08275333,-121.19325167,7.60,264.700,,25.950,38,20,28,,
T,2025-06-04 16:16:21,37.08293667,-121.19306167,7.60,264.300,,26.080,38,20,28,,
T,2025-06-04 16:16:22,37.08312167,-121.19287167,7.60,263.900,,26.295,39,20,28,,
T,2025-06-04 16:16:23,37.08330000,-121.19267833,7.60,263.100,,26.528,40,19,28,,
T,2025-06-04 16:16:24,37.08347500,-121.19247833,7.60,262.600,,27.097,43,20,28,,
T,2025-06-04 16:16:25,37.08364667,-121.19225500,7.60,261.600,,27.111,45,23,28,,
T,2025-06-04 16:16:26,37.08380667,-121.19202333,7.60,260.800,,27.135,50,22,28,,
T,2025-06-04 16:16:27,37.08395500,-121.19179000,7.60,258.100,,27.618,53,20,28,,
T,2025-06-04 16:16:28,37.08409500,-121.19154833,7.60,257.000,,27.766,56,21,28,,
T,2025-06-04 16:16:29,37.08422000,-121.19129333,7.60,256.200,,28.062,60,19,28,,
T,2025-06-04 16:16:30,37.08432833,-121.19101500,7.60,255.200,,28.281,64,19,28,,
T,2025-06-04 16:16:31,37.08444333,-121.19072500,7.60,254.000,,28.397,67,19,28,,
T,2025-06-04 16:16:32,37.08452000,-121.19042167,7.60,253.200,,28.304,71,18,28,,
T,2025-06-04 16:16:33,37.08460167,-121.19011833,7.60,252.000,,28.482,75,20,28,,
T,2025-06-04 16:16:34,37.08465333,-121.18980667,7.60,250.500,,28.519,79,19,28,,
T,2025-06-04 16:16:35,37.08469833,-121.18949000,7.60,249.600,,28.495,82,20,28,,
T,2025-06-04 16:16:36,37.08473167,-121.18916833,7.60,247.500,,28.518,86,22,28,,
T,2025-06-04 16:16:37,37.08473833,-121.18884000,7.60,246.400,,28.802,90,22,28,,
T,2025-06-04 16:16:38,37.08471833,-121.18850167,7.60,242.700,,29.012,91,20,28,,
T,2025-06-04 16:16:39,37.08470333,-121.18817500,7.60,241.700,,29.027,92,20,28,,
T,2025-06-04 16:16:40,37.08468333,-121.18785333,7.60,241.200,,28.798,93,20,28,,
T,2025-06-04 16:16:41,37.08467000,-121.18753000,7.60,241.000,,29.043,93,20,28,,
T,2025-06-04 16:16:42,37.08465333,-121.18720500,7.60,241.700,,29.176,92,19,28,,
T,2025-06-04 16:16:43,37.08464667,-121.18688000,7.60,241.800,,29.443,92,19,28,,
T,2025-06-04 16:16:44,37.08463833,-121.18654167,7.60,240.800,,29.833,92,19,28,,
T,2025-06-04 16:16:45,37.08463500,-121.18619833,7.60,239.700,,29.829,92,19,28,,
T,2025-06-04 16:16:46,37.08462667,-121.18585833,7.60,238.300,,30.000,92,20,28,,
T,2025-06-04 16:16:47,37.08461500,-121.18552000,7.60,236.900,,30.118,93,20,28,,
T,2025-06-04 16:16:48,37.08458333,-121.18518500,7.60,233.500,,30.212,93,21,28,,
T,2025-06-04 16:16:49,37.08457333,-121.18484333,7.60,232.400,,30.398,92,19,28,,
T,2025-06-04 16:16:50,37.08456500,-121.18449500,7.60,231.000,,30.485,92,19,28,,
T,2025-06-04 16:16:51,37.08456000,-121.18415000,7.60,229.100,,30.173,91,20,28,,
T,2025-06-04 16:16:52,37.08455833,-121.18380667,7.60,228.200,,30.410,91,21,28,,
T,2025-06-04 16:16:53,37.08456500,-121.18346167,7.60,226.900,,30.425,90,20,28,,
T,2025-06-04 16:16:54,37.08458167,-121.18311167,7.60,224.900,,30.404,87,19,28,,
T,2025-06-04 16:16:55,37.08459833,-121.18276333,7.60,223.200,,30.779,83,19,28,,
T,2025-06-04 16:16:56,37.08464500,-121.18237167,7.60,223.700,,30.611,80,18,28,,
T,2025-06-04 16:16:57,37.08469500,-121.18209667,7.60,217.000,,30.576,76,19,28,,
T,2025-06-04 16:16:58,37.08476000,-121.18177833,7.60,216.000,,30.666,73,19,28,,
T,2025-06-04 16:16:59,37.08485333,-121.18144833,7.60,214.400,,30.303,71,20,28,,
T,2025-06-04 16:17:00,37.08494500,-121.18113167,7.60,213.700,,30.389,70,21,28,,
T,2025-06-04 16:17:01,37.08504833,-121.18082667,7.60,213.900,,30.406,71,21,28,,
T,2025-06-04 16:17:02,37.08515333,-121.18051167,7.60,214.700,,30.268,71,21,28,,
T,2025-06-04 16:17:03,37.08522667,-121.18018333,7.60,214.200,,30.244,70,21,28,,
T,2025-06-04 16:17:04,37.08530333,-121.17985667,7.60,212.700,,30.234,70,20,28,,
T,2025-06-04 16:17:05,37.08538667,-121.17954167,7.60,207.300,,30.484,70,20,28,,
T,2025-06-04 16:17:06,37.08547667,-121.17920833,7.60,206.500,,30.719,71,21,28,,
T,2025-06-04 16:17:07,37.08556833,-121.17888500,7.60,205.100,,30.546,71,21,28,,
T,2025-06-04 16:17:08,37.08566500,-121.17857000,7.60,203.000,,30.554,71,20,28,,
T,2025-06-04 16:17:09,37.08576167,-121.17825000,7.60,201.100,,30.561,71,20,28,,
T,2025-06-04 16:17:10,37.08586000,-121.17792667,7.60,199.500,,30.727,71,20,28,,
T,2025-06-04 16:17:11,37.08595667,-121.17761000,7.60,197.300,,30.849,71,21,28,,
T,2025-06-04 16:17:12,37.08604667,-121.17728167,7.60,195.300,,30.836,71,21,28,,
T,2025-06-04 16:17:13,37.08614167,-121.17694667,7.60,193.700,,31.053,71,21,28,,
T,2025-06-04 16:17:14,37.08623667,-121.17662167,7.60,191.800,,30.799,71,21,28,,
T,2025-06-04 16:17:15,37.08633000,-121.17629333,7.60,189.600,,30.812,71,22,28,,
T,2025-06-04 16:17:16,37.08642500,-121.17596167,7.60,187.700,,31.200,71,20,28,,
T,2025-06-04 16:17:17,37.08652667,-121.17562500,7.60,186.600,,31.200,71,21,28,,
T,2025-06-04 16:17:18,37.08661833,-121.17529167,7.60,184.700,,30.650,71,19,28,,
T,2025-06-04 16:17:19,37.08670667,-121.17496833,7.60,182.900,,30.250,71,19,28,,
T,2025-06-04 16:17:20,37.08680167,-121.17463833,7.60,183.000,,29.680,72,19,28,,
T,2025-06-04 16:17:21,37.08687833,-121.17433000,7.60,181.900,,29.495,75,19,28,,
T,2025-06-04 16:17:22,37.08695000,-121.17401333,7.60,181.300,,29.401,77,18,28,,
T,2025-06-04 16:17:23,37.08697500,-121.17369500,7.60,175.100,,29.941,79,18,28,,
T,2025-06-04 16:17:24,37.08702167,-121.17337500,7.60,176.400,,30.186,81,19,28,,
T,2025-06-04 16:17:25,37.08704333,-121.17304333,7.60,179.300,,29.569,84,19,28,,
T,2025-06-04 16:17:26,37.08706500,-121.17271667,7.60,178.200,,29.531,87,17,28,,
T,2025-06-04 16:17:27,37.08707167,-121.17238500,7.60,177.200,,29.696,89,17,28,,
T,2025-06-04 16:17:28,37.08707000,-121.17204667,7.60,176.400,,29.877,91,19,28,,
T,2025-06-04 16:17:29,37.08706167,-121.17171000,7.60,174.900,,29.527,93,19,28,,
T,2025-06-04 16:17:30,37.08704167,-121.17137667,7.60,172.500,,29.814,95,19,28,,
T,2025-06-04 16:17:31,37.08699833,-121.17104667,7.60,170.000,,29.554,97,20,28,,
T,2025-06-04 16:17:32,37.08695333,-121.17071500,7.60,167.900,,29.433,98,20,28,,
T,2025-06-04 16:17:33,37.08691000,-121.17038667,7.60,166.300,,29.447,98,20,28,,
T,2025-06-04 16:17:34,37.08687167,-121.17005833,7.60,165.200,,29.428,98,19,28,,
T,2025-06-04 16:17:35,37.08683833,-121.16973167,7.60,164.800,,29.204,97,19,28,,
T,2025-06-04 16:17:36,37.08680167,-121.16940833,7.60,164.000,,29.502,98,20,28,,
T,2025-06-04 16:17:37,37.08676167,-121.16908667,7.60,163.300,,29.250,98,19,28,,
T,2025-06-04 16:17:38,37.08672667,-121.16876667,7.60,163.200,,28.794,98,18,28,,
T,2025-06-04 16:17:39,37.08669167,-121.16844833,7.60,163.500,,28.682,98,18,28,,
T,2025-06-04 16:17:40,37.08666167,-121.16813000,7.60,163.600,,28.766,97,18,28,,
T,2025-06-04 16:17:41,37.08662833,-121.16781000,7.60,163.700,,28.654,97,18,28,,
T,2025-06-04 16:17:42,37.08659333,-121.16749333,7.60,164.600,,28.677,98,18,28,,
T,2025-06-04 16:17:43,37.08655833,-121.16718000,7.60,164.800,,27.907,98,18,28,,
T,2025-06-04 16:17:44,37.08652333,-121.16687000,7.60,165.400,,28.253,98,17,28,,
T,2025-06-04 16:17:45,37.08649000,-121.16655833,7.60,165.800,,28.102,97,17,28,,
T,2025-06-04 16:17:46,37.08646167,-121.16624667,7.60,166.300,,27.664,96,17,28,,
T,2025-06-04 16:17:47,37.08644500,-121.16593667,7.60,167.200,,27.802,94,17,28,,
T,2025-06-04 16:17:48,37.08643667,-121.16562333,7.60,168.100,,27.713,92,16,28,,
T,2025-06-04 16:17:49,37.08644333,-121.16531167,7.60,169.000,,27.450,90,17,28,,
T,2025-06-04 16:17:50,37.08643667,-121.16499667,7.60,168.700,,27.760,88,17,28,,
T,2025-06-04 16:17:51,37.08645333,-121.16468167,7.60,170.500,,27.727,86,17,28,,
T,2025-06-04 16:17:52,37.08647833,-121.16437000,7.60,171.900,,27.661,84,17,28,,
T,2025-06-04 16:17:53,37.08651500,-121.16407833,7.60,170.100,,27.638,81,19,28,,
T,2025-06-04 16:17:54,37.08656167,-121.16378833,7.60,170.200,,27.643,79,19,28,,
T,2025-06-04 16:17:55,37.08660667,-121.16347667,7.60,169.600,,27.456,77,18,28,,
T,2025-06-04 16:17:56,37.08667167,-121.16317500,7.60,169.200,,27.450,75,18,28,,
T,2025-06-04 16:17:57,37.08674167,-121.16287333,7.60,168.900,,27.085,73,18,28,,
T,2025-06-04 16:17:58,37.08682000,-121.16257333,7.60,168.800,,27.656,70,19,28,,
T,2025-06-04 16:17:59,37.08690833,-121.16227500,7.70,168.400,,27.812,68,20,28,,
T,2025-06-04 16:18:00,37.08700333,-121.16198500,7.70,168.500,,27.825,66,17,28,,
T,2025-06-04 16:18:01,37.08712667,-121.16170667,7.70,171.600,,28.067,64,17,28,,
T,2025-06-04 16:18:02,37.08724500,-121.16142667,7.70,171.100,,27.706,62,17,28,,
T,2025-06-04 16:18:03,37.08737500,-121.16116000,7.70,170.500,,27.943,60,20,28,,
T,2025-06-04 16:18:04,37.08751500,-121.16091333,7.70,166.200,,27.648,58,19,28,,
T,2025-06-04 16:18:05,37.08766167,-121.16065167,7.70,166.000,,28.010,56,19,28,,
T,2025-06-04 16:18:06,37.08781667,-121.16039167,7.70,165.800,,27.793,54,19,28,,
T,2025-06-04 16:18:07,37.08797000,-121.16015000,7.70,165.900,,27.607,52,19,28,,
T,2025-06-04 16:18:08,37.08812500,-121.15991500,7.70,165.900,,27.460,50,19,28,,
T,2025-06-04 16:18:09,37.08828000,-121.15972167,7.60,160.400,,27.781,47,19,28,,
T,2025-06-04 16:18:10,37.08845333,-121.15952000,7.60,158.200,,27.750,45,17,28,,
T,2025-06-04 16:18:11,37.08862500,-121.15931667,7.60,156.100,,27.324,43,18,28,,
T,2025-06-04 16:18:12,37.08882000,-121.15910833,7.70,158.700,,27.558,42,18,29,,
T,2025-06-04 16:18:13,37.08901500,-121.15890500,7.70,160.900,,27.109,39,16,29,,
T,2025-06-04 16:18:14,37.08920167,-121.15872333,7.70,162.000,,26.994,36,15,29,,
T,2025-06-04 16:18:15,37.08939833,-121.15855167,7.70,163.300,,27.365,34,16,29,,
T,2025-06-04 16:18:16,37.08959667,-121.15837833,7.70,162.900,,27.346,34,14,29,,
T,2025-06-04 16:18:17,37.08979667,-121.15819333,7.60,163.400,,27.047,34,17,29,,
T,2025-06-04 16:18:18,37.08999500,-121.15803333,7.60,162.900,,27.163,34,17,29,,
T,2025-06-04 16:18:19,37.09019833,-121.15786167,7.60,163.400,,27.293,34,18,29,,
T,2025-06-04 16:18:20,37.09040167,-121.15768833,7.60,163.400,,27.193,34,18,29,,
T,2025-06-04 16:18:21,37.09060833,-121.15751667,7.60,163.600,,27.285,34,18,29,,
T,2025-06-04 16:18:22,37.09081333,-121.15734333,7.60,163.600,,26.955,34,17,29,,
T,2025-06-04 16:18:23,37.09102167,-121.15717000,7.60,163.500,,27.700,34,17,29,,
T,2025-06-04 16:18:24,37.09123167,-121.15699667,7.60,163.600,,27.838,34,17,29,,
T,2025-06-04 16:18:25,37.09144167,-121.15682333,7.60,164.300,,27.841,34,18,29,,
T,2025-06-04 16:18:26,37.09165167,-121.15665500,7.60,164.600,,27.849,34,19,29,,
T,2025-06-04 16:18:27,37.09186333,-121.15647833,7.60,164.800,,28.082,34,20,29,,
T,2025-06-04 16:18:28,37.09207500,-121.15630000,7.60,165.000,,28.087,34,22,29,,
T,2025-06-04 16:18:29,37.09228333,-121.15611833,7.60,165.000,,28.240,35,22,29,,
T,2025-06-04 16:18:30,37.09249333,-121.15593167,7.60,165.300,,28.406,34,22,29,,
T,2025-06-04 16:18:31,37.09271000,-121.15575333,7.60,164.700,,28.637,34,22,29,,
T,2025-06-04 16:18:32,37.09292167,-121.15557667,7.60,163.600,,28.420,34,22,29,,
T,2025-06-04 16:18:33,37.09313000,-121.15540333,7.60,162.900,,28.230,34,22,29,,
T,2025-06-04 16:18:34,37.09333500,-121.15523167,7.60,162.200,,28.191,35,23,29,,
T,2025-06-04 16:18:35,37.09354667,-121.15506167,7.60,162.200,,28.527,34,21,29,,
T,2025-06-04 16:18:36,37.09376167,-121.15488500,7.60,162.600,,28.355,34,20,29,,
T,2025-06-04 16:18:37,37.09397167,-121.15470000,7.60,163.600,,28.338,34,21,29,,
T,2025-06-04 16:18:38,37.09418167,-121.15452000,7.60,164.300,,28.314,34,21,29,,
T,2025-06-04 16:18:39,37.09439500,-121.15434000,7.60,165.500,,27.912,34,20,29,,
T,2025-06-04 16:18:40,37.09460667,-121.15416333,7.60,166.000,,27.915,34,20,29,,
T,2025-06-04 16:18:41,37.09482000,-121.15398667,7.60,166.700,,27.881,35,20,29,,
T,2025-06-04 16:18:42,37.09502667,-121.15381000,7.60,166.900,,27.683,34,20,29,,
T,2025-06-04 16:18:43,37.09523500,-121.15362833,7.60,167.200,,27.646,34,16,29,,
T,2025-06-04 16:18:44,37.09543167,-121.15344167,7.60,165.800,,27.320,34,17,29,,
T,2025-06-04 16:18:45,37.09564000,-121.15326667,7.60,165.700,,27.599,35,17,29,,
T,2025-06-04 16:18:46,37.09585833,-121.15308500,7.60,167.000,,27.696,36,19,29,,
T,2025-06-04 16:18:47,37.09605667,-121.15290167,7.60,167.700,,27.731,38,19,29,,
T,2025-06-04 16:18:48,37.09624167,-121.15270500,7.60,168.500,,27.442,42,20,29,,
T,2025-06-04 16:18:49,37.09641333,-121.15248500,7.60,169.300,,27.447,46,20,29,,
T,2025-06-04 16:18:50,37.09657333,-121.15224833,7.60,169.800,,27.444,50,19,29,,
T,2025-06-04 16:18:51,37.09673167,-121.15199667,7.60,173.200,,27.434,54,19,29,,
T,2025-06-04 16:18:52,37.09686833,-121.15174667,7.60,173.000,,27.409,58,20,29,,
T,2025-06-04 16:18:53,37.09700000,-121.15147500,7.60,172.600,,27.535,62,20,29,,
T,2025-06-04 16:18:54,37.09712000,-121.15118833,7.70,171.200,,27.870,64,20,29,,
T,2025-06-04 16:18:55,37.09723000,-121.15091000,7.70,170.500,,27.010,64,17,29,,
T,2025-06-04 16:18:56,37.09730833,-121.15066333,7.70,168.500,,26.782,64,15,29,,
T,2025-06-04 16:18:57,37.09740167,-121.15039333,7.70,167.500,,26.698,64,15,29,,
T,2025-06-04 16:18:58,37.09750333,-121.15012667,7.70,167.000,,26.872,64,14,29,,
T,2025-06-04 16:18:59,37.09760667,-121.14984000,7.70,165.300,,26.887,64,18,29,,
T,2025-06-04 16:19:00,37.09771333,-121.14956833,7.80,164.500,,27.323,65,17,29,,
T,2025-06-04 16:19:01,37.09781333,-121.14929667,7.80,161.900,,27.836,64,16,29,,
T,2025-06-04 16:19:02,37.09792167,-121.14901333,7.80,160.900,,28.171,64,17,29,,
T,2025-06-04 16:19:03,37.09803833,-121.14872500,7.80,159.800,,28.377,64,17,29,,
T,2025-06-04 16:19:04,37.09814667,-121.14843333,7.70,158.600,,28.689,64,17,29,,
T,2025-06-04 16:19:05,37.09825833,-121.14814167,7.70,157.500,,28.860,64,18,29,,
T,2025-06-04 16:19:06,37.09835667,-121.14784500,7.70,158.100,,28.997,64,18,29,,
T,2025-06-04 16:19:07,37.09846833,-121.14754667,7.70,156.600,,29.820,64,19,29,,
T,2025-06-04 16:19:08,37.09858167,-121.14724333,7.60,155.200,,29.955,64,19,29,,
T,2025-06-04 16:19:09,37.09869667,-121.14694167,7.60,154.400,,30.163,64,19,29,,
T,2025-06-04 16:19:10,37.09881333,-121.14663500,7.60,153.600,,30.638,64,18,29,,
T,2025-06-04 16:19:11,37.09892167,-121.14633000,7.60,152.900,,30.289,64,19,29,,
T,2025-06-04 16:19:12,37.09903500,-121.14602333,7.60,151.600,,30.708,65,17,29,,
T,2025-06-04 16:19:13,37.09915333,-121.14570833,7.60,149.600,,31.099,64,17,29,,
T,2025-06-04 16:19:14,37.09927333,-121.14540167,7.60,147.900,,31.095,64,18,29,,
T,2025-06-04 16:19:15,37.09937500,-121.14510000,7.60,144.500,,31.062,64,19,29,,
T,2025-06-04 16:19:16,37.09949667,-121.14478667,7.60,143.800,,31.053,63,20,29,,
T,2025-06-04 16:19:17,37.09960167,-121.14447667,7.60,142.200,,31.073,64,20,29,,
T,2025-06-04 16:19:18,37.09972000,-121.14416333,7.60,141.800,,31.238,64,19,29,,
T,2025-06-04 16:19:19,37.09983833,-121.14385667,7.60,136.800,,30.944,64,16,29,,
T,2025-06-04 16:19:20,37.09996000,-121.14354667,7.70,135.900,,30.826,64,17,29,,
T,2025-06-04 16:19:21,37.10007333,-121.14324000,7.60,136.100,,30.635,64,16,29,,
T,2025-06-04 16:19:22,37.10016500,-121.14292500,7.60,132.000,,30.390,64,17,29,,
T,2025-06-04 16:19:23,37.10027833,-121.14260500,7.70,129.900,,30.539,64,17,29,,
T,2025-06-04 16:19:24,37.10041500,-121.14230167,7.60,130.800,,30.340,64,17,29,,
T,2025-06-04 16:19:25,37.10056000,-121.14201333,7.60,133.800,,30.555,64,18,29,,
T,2025-06-04 16:19:26,37.10071500,-121.14170000,7.60,134.200,,30.374,64,17,29,,
T,2025-06-04 16:19:27,37.10083833,-121.14137333,7.60,133.600,,30.641,64,17,29,,
T,2025-06-04 16:19:28,37.10096500,-121.14105500,7.70,133.100,,30.846,64,17,29,,
T,2025-06-04 16:19:29,37.10108500,-121.14074333,7.70,133.100,,30.878,64,16,29,,
T,2025-06-04 16:19:30,37.10120167,-121.14043000,7.70,132.700,,30.563,64,17,29,,
T,2025-06-04 16:19:31,37.10132167,-121.14011667,7.70,131.200,,30.669,64,17,29,,
T,2025-06-04 16:19:32,37.10144667,-121.13981000,7.70,130.600,,30.335,64,16,29,,
T,2025-06-04 16:19:33,37.10156667,-121.13950167,7.70,130.300,,30.313,64,16,29,,
T,2025-06-04 16:19:34,37.10168167,-121.13919333,7.70,129.600,,30.115,64,16,29,,
T,2025-06-04 16:19:35,37.10179833,-121.13889000,7.70,128.700,,30.423,64,16,29,,
T,2025-06-04 16:19:36,37.10192333,-121.13856833,7.70,127.600,,30.218,64,15,29,,
T,2025-06-04 16:19:37,37.10204000,-121.13825500,7.70,127.500,,30.192,65,15,29,,
T,2025-06-04 16:19:38,37.10216000,-121.13794167,7.70,127.500,,29.950,65,15,29,,
T,2025-06-04 16:19:39,37.10228167,-121.13763833,7.70,127.100,,29.554,65,16,29,,
T,2025-06-04 16:19:40,37.10243667,-121.13734000,7.70,134.700,,29.770,65,15,29,,
T,2025-06-04 16:19:41,37.10257167,-121.13704333,7.70,138.300,,29.731,65,15,29,,
T,2025-06-04 16:19:42,37.10268667,-121.13674000,7.70,138.800,,29.986,65,16,29,,
T,2025-06-04 16:19:43,37.10279167,-121.13641500,7.70,138.800,,29.763,64,15,29,,
T,2025-06-04 16:19:44,37.10289833,-121.13612000,7.70,138.300,,29.511,64,16,29,,
T,2025-06-04 16:19:45,37.10301167,-121.13582833,7.70,137.700,,29.357,64,16,29,,
